ImageID,distance,location
7817,335,"[295, 477]"
7818,376,"[276, 457]"
7819,301,"[264, 424]"
7820,309,"[208, 304]"
7821,226,"[262, 192]"
7822,73,"[258, 263]"
7823,373,"[225, 109]"
7824,308,"[327, 159]"
7825,159,"[276, 96]"
7826,364,"[215, 491]"
7827,112,"[262, 227]"
7828,149,"[282, 302]"
7829,439,"[253, 139]"
7830,198,"[293, 231]"
7831,317,"[262, 220]"
7832,109,"[267, 79]"
7833,401,"[248, 302]"
7834,314,"[311, 146]"
7835,267,"[213, 418]"
7836,431,"[309, 348]"
7837,387,"[312, 217]"
7838,474,"[282, 400]"
7839,482,"[260, 73]"
7840,112,"[216, 89]"
7841,463,"[207, 114]"
7842,437,"[254, 440]"
7843,355,"[251, 211]"
7844,295,"[270, 125]"
7845,204,"[301, 114]"
7846,216,"[231, 186]"
7847,87,"[239, 86]"
7848,336,"[205, 102]"
7849,148,"[233, 207]"
7850,115,"[315, 294]"
7851,69,"[238, 166]"
7852,397,"[251, 108]"
7853,449,"[225, 274]"
7854,428,"[274, 294]"
7855,193,"[318, 368]"
7856,204,"[201, 379]"
7857,458,"[260, 455]"
7858,301,"[282, 293]"
7859,99,"[307, 313]"
7860,240,"[267, 273]"
7861,409,"[221, 458]"
7862,295,"[302, 445]"
7863,186,"[213, 432]"
7864,365,"[229, 223]"
7865,334,"[206, 362]"
7866,75,"[269, 466]"
7867,270,"[233, 492]"
7868,336,"[205, 392]"
7869,329,"[303, 197]"
7870,65,"[276, 318]"
7871,470,"[249, 251]"
7872,185,"[267, 97]"
7873,191,"[322, 418]"
7874,271,"[302, 130]"
7875,480,"[327, 215]"
7876,218,"[309, 406]"
7877,373,"[204, 196]"
7878,87,"[286, 189]"
7879,211,"[323, 417]"
7880,290,"[258, 278]"
7881,257,"[290, 96]"
7882,284,"[217, 261]"
7883,398,"[219, 241]"
7884,155,"[212, 223]"
7885,394,"[300, 198]"
7886,306,"[209, 486]"
7887,390,"[286, 226]"
7888,417,"[317, 503]"
7889,76,"[225, 396]"
7890,405,"[304, 202]"
7891,137,"[226, 306]"
7892,67,"[243, 267]"
7893,132,"[239, 221]"
7894,402,"[327, 86]"
7895,193,"[292, 299]"
7896,255,"[327, 117]"
7897,229,"[328, 228]"
7898,455,"[203, 222]"
7899,489,"[277, 233]"
7900,407,"[317, 233]"
7901,188,"[238, 261]"
7902,203,"[320, 361]"
7903,64,"[283, 152]"
7904,439,"[305, 382]"
7905,414,"[312, 112]"
7906,491,"[245, 363]"
7907,316,"[236, 226]"
7908,163,"[251, 449]"
7909,240,"[234, 380]"
7910,153,"[258, 323]"
7911,344,"[289, 97]"
7912,465,"[299, 389]"
7913,270,"[245, 257]"
7914,315,"[319, 338]"
7915,422,"[228, 341]"
7916,433,"[318, 116]"
7917,220,"[206, 233]"
7918,114,"[284, 142]"
7919,168,"[278, 291]"
7920,267,"[270, 489]"
7921,160,"[240, 77]"
7922,121,"[323, 60]"
7923,207,"[313, 129]"
7924,259,"[325, 266]"
7925,444,"[282, 97]"
7926,403,"[309, 346]"
7927,109,"[221, 434]"
7928,416,"[203, 248]"
7929,99,"[224, 243]"
7930,172,"[253, 262]"
7931,409,"[252, 203]"
7932,428,"[262, 330]"
7933,202,"[303, 120]"
7934,181,"[236, 310]"
7935,214,"[215, 318]"
7936,122,"[248, 468]"
7937,436,"[223, 321]"
7938,150,"[314, 235]"
7939,338,"[280, 430]"
7940,92,"[235, 446]"
7941,467,"[270, 188]"
7942,236,"[278, 471]"
7943,326,"[267, 372]"
7944,360,"[296, 298]"
7945,224,"[285, 267]"
7946,293,"[206, 331]"
7947,277,"[253, 182]"
7948,491,"[270, 209]"
7949,489,"[323, 367]"
7950,489,"[276, 384]"
7951,280,"[253, 156]"
7952,143,"[246, 185]"
7953,414,"[319, 207]"
7954,90,"[263, 211]"
7955,133,"[240, 203]"
7956,451,"[275, 244]"
7957,404,"[270, 350]"
7958,154,"[238, 66]"
7959,394,"[276, 337]"
7960,430,"[227, 390]"
7961,153,"[294, 321]"
7962,421,"[202, 430]"
7963,191,"[236, 455]"
7964,181,"[219, 132]"
7965,162,"[329, 361]"
7966,71,"[317, 197]"
7967,191,"[223, 503]"
7968,341,"[263, 173]"
7969,404,"[236, 130]"
7970,243,"[227, 489]"
7971,194,"[249, 499]"
7972,429,"[257, 358]"
7973,299,"[247, 378]"
7974,322,"[317, 384]"
7975,242,"[230, 221]"
7976,257,"[244, 187]"
7977,77,"[202, 470]"
7978,248,"[282, 205]"
7979,239,"[330, 435]"
7980,416,"[284, 324]"
7981,106,"[312, 246]"
7982,384,"[329, 282]"
7983,181,"[327, 215]"
7984,367,"[321, 106]"
7985,254,"[237, 494]"
7986,465,"[220, 478]"
7987,128,"[245, 434]"
7988,158,"[224, 233]"
7989,301,"[212, 106]"
7990,260,"[312, 82]"
7991,385,"[289, 131]"
7992,323,"[222, 109]"
7993,75,"[322, 295]"
7994,259,"[230, 75]"
7995,446,"[265, 136]"
7996,314,"[211, 169]"
7997,229,"[236, 491]"
7998,260,"[236, 190]"
7999,217,"[210, 226]"
8000,300,"[290, 429]"
8001,338,"[298, 335]"
8002,246,"[324, 334]"
8003,182,"[213, 267]"
8004,408,"[255, 419]"
8005,305,"[208, 500]"
8006,175,"[220, 454]"
8007,86,"[245, 213]"
8008,267,"[271, 163]"
8009,97,"[292, 478]"
8010,302,"[284, 206]"
8011,226,"[203, 93]"
8012,356,"[280, 245]"
8013,83,"[297, 104]"
8014,233,"[201, 444]"
8015,438,"[292, 498]"
8016,411,"[328, 437]"
8017,316,"[236, 142]"
8018,185,"[312, 471]"
8019,468,"[203, 447]"
8020,248,"[301, 229]"
8021,74,"[316, 202]"
8022,271,"[239, 408]"
8023,199,"[235, 271]"
8024,326,"[240, 301]"
8025,357,"[314, 321]"
8026,143,"[247, 204]"
8027,245,"[223, 471]"
8028,406,"[242, 177]"
8029,239,"[265, 64]"
8030,67,"[207, 170]"
8031,184,"[265, 425]"
8032,406,"[212, 224]"
8033,348,"[270, 164]"
8034,454,"[262, 313]"
8035,297,"[272, 196]"
8036,155,"[319, 417]"
8037,212,"[288, 444]"
8038,369,"[322, 400]"
8039,298,"[261, 363]"
8040,233,"[239, 412]"
8041,206,"[307, 291]"
8042,103,"[254, 236]"
8043,384,"[274, 302]"
8044,347,"[303, 96]"
8045,298,"[245, 273]"
8046,239,"[229, 348]"
8047,230,"[212, 479]"
8048,476,"[210, 275]"
8049,112,"[323, 469]"
8050,478,"[318, 347]"
8051,424,"[270, 114]"
8052,355,"[232, 85]"
8053,422,"[203, 495]"
8054,254,"[329, 177]"
8055,171,"[269, 242]"
8056,380,"[251, 161]"
8057,262,"[205, 402]"
8058,136,"[286, 279]"
8059,372,"[307, 454]"
8060,137,"[284, 272]"
8061,366,"[257, 242]"
8062,161,"[281, 497]"
8063,210,"[254, 263]"
8064,463,"[250, 207]"
8065,474,"[316, 464]"
8066,257,"[257, 465]"
8067,266,"[307, 391]"
8068,255,"[321, 185]"
8069,461,"[322, 440]"
8070,107,"[235, 199]"
8071,474,"[209, 93]"
8072,178,"[298, 468]"
8073,368,"[326, 134]"
8074,214,"[219, 353]"
8075,336,"[203, 378]"
8076,259,"[283, 358]"
8077,129,"[301, 332]"
8078,166,"[300, 453]"
8079,175,"[315, 264]"
8080,264,"[226, 168]"
8081,315,"[284, 244]"
8082,417,"[301, 492]"
8083,330,"[239, 490]"
8084,153,"[209, 398]"
8085,177,"[203, 180]"
8086,280,"[284, 358]"
8087,364,"[301, 109]"
8088,124,"[318, 70]"
8089,258,"[255, 302]"
8090,241,"[225, 64]"
8091,461,"[228, 86]"
8092,403,"[215, 425]"
8093,245,"[315, 286]"
8094,463,"[317, 396]"
8095,304,"[263, 220]"
8096,402,"[206, 469]"
8097,135,"[263, 224]"
8098,342,"[206, 459]"
8099,460,"[296, 317]"
8100,176,"[266, 155]"
8101,236,"[324, 188]"
8102,401,"[215, 360]"
8103,197,"[276, 64]"
8104,320,"[293, 422]"
8105,426,"[216, 365]"
8106,431,"[326, 310]"
8107,307,"[321, 448]"
8108,420,"[203, 87]"
8109,420,"[214, 255]"
8110,472,"[278, 333]"
8111,280,"[231, 272]"
8112,225,"[301, 402]"
8113,137,"[329, 142]"
8114,378,"[229, 318]"
8115,121,"[326, 275]"
8116,397,"[216, 469]"
8117,305,"[248, 255]"
8118,431,"[319, 295]"
8119,433,"[287, 414]"
8120,431,"[296, 333]"
8121,466,"[270, 433]"
8122,247,"[261, 102]"
8123,435,"[241, 101]"
8124,277,"[318, 402]"
8125,206,"[235, 86]"
8126,166,"[285, 432]"
8127,399,"[209, 260]"
8128,143,"[236, 443]"
8129,364,"[245, 59]"
8130,490,"[267, 436]"
8131,457,"[226, 99]"
8132,458,"[216, 355]"
8133,171,"[276, 108]"
8134,105,"[274, 374]"
8135,133,"[276, 129]"
8136,485,"[289, 457]"
8137,419,"[328, 199]"
8138,396,"[330, 69]"
8139,374,"[284, 450]"
8140,291,"[305, 406]"
8141,365,"[283, 280]"
8142,398,"[325, 308]"
8143,334,"[304, 143]"
8144,441,"[298, 181]"
8145,328,"[284, 458]"
8146,285,"[248, 381]"
8147,489,"[203, 210]"
8148,333,"[209, 231]"
8149,402,"[262, 80]"
8150,227,"[201, 378]"
8151,446,"[311, 470]"
8152,480,"[295, 423]"
8153,124,"[313, 140]"
8154,268,"[241, 411]"
8155,430,"[296, 183]"
8156,476,"[252, 188]"
8157,339,"[326, 376]"
8158,165,"[277, 352]"
8159,63,"[262, 101]"
8160,307,"[328, 343]"
8161,369,"[243, 306]"
8162,151,"[255, 150]"
8163,361,"[313, 356]"
8164,197,"[265, 81]"
8165,96,"[283, 335]"
8166,475,"[260, 257]"
8167,118,"[252, 472]"
8168,198,"[211, 89]"
8169,147,"[275, 292]"
8170,463,"[238, 382]"
8171,195,"[226, 420]"
8172,365,"[277, 374]"
8173,313,"[204, 377]"
8174,139,"[245, 465]"
8175,479,"[307, 143]"
8176,242,"[283, 453]"
8177,215,"[262, 207]"
8178,190,"[290, 293]"
8179,128,"[263, 234]"
8180,290,"[294, 300]"
8181,173,"[290, 337]"
8182,227,"[311, 327]"
8183,197,"[327, 152]"
8184,116,"[314, 70]"
8185,339,"[246, 319]"
8186,139,"[277, 287]"
8187,308,"[269, 142]"
8188,438,"[303, 215]"
8189,429,"[272, 326]"
8190,417,"[235, 398]"
8191,331,"[210, 118]"
8192,157,"[260, 85]"
8193,222,"[260, 63]"
8194,140,"[288, 324]"
8195,398,"[247, 302]"
8196,441,"[223, 476]"
8197,378,"[302, 92]"
8198,105,"[327, 167]"
8199,138,"[217, 334]"
8200,487,"[272, 373]"
8201,231,"[214, 121]"
8202,318,"[319, 420]"
8203,274,"[314, 436]"
8204,118,"[272, 272]"
8205,275,"[287, 142]"
8206,366,"[284, 265]"
8207,129,"[306, 243]"
8208,119,"[229, 450]"
8209,68,"[209, 282]"
8210,277,"[281, 281]"
8211,415,"[319, 180]"
8212,254,"[206, 203]"
8213,389,"[209, 484]"
8214,81,"[305, 446]"
8215,127,"[251, 194]"
8216,213,"[239, 341]"
8217,322,"[224, 264]"
8218,91,"[304, 166]"
8219,329,"[328, 409]"
8220,471,"[246, 233]"
8221,185,"[246, 293]"
8222,400,"[212, 317]"
8223,162,"[301, 306]"
8224,407,"[296, 326]"
8225,90,"[300, 191]"
8226,199,"[300, 445]"
8227,468,"[286, 306]"
8228,355,"[241, 144]"
8229,429,"[304, 91]"
8230,147,"[319, 196]"
8231,345,"[239, 304]"
8232,235,"[312, 102]"
8233,135,"[249, 216]"
8234,66,"[280, 330]"
8235,304,"[230, 367]"
8236,385,"[305, 186]"
8237,180,"[221, 373]"
8238,298,"[315, 94]"
8239,335,"[236, 492]"
8240,437,"[297, 404]"
8241,209,"[253, 237]"
8242,428,"[318, 433]"
8243,484,"[300, 167]"
8244,370,"[241, 244]"
8245,176,"[210, 164]"
8246,307,"[231, 158]"
8247,207,"[205, 246]"
8248,80,"[273, 236]"
8249,360,"[329, 375]"
8250,163,"[244, 157]"
8251,410,"[246, 454]"
8252,410,"[285, 108]"
8253,128,"[238, 273]"
8254,263,"[292, 322]"
8255,188,"[283, 164]"
8256,386,"[310, 181]"
8257,190,"[226, 234]"
8258,245,"[252, 168]"
8259,455,"[216, 81]"
8260,215,"[202, 256]"
8261,108,"[210, 501]"
8262,417,"[325, 403]"
8263,200,"[267, 474]"
8264,234,"[307, 417]"
8265,274,"[317, 191]"
8266,490,"[211, 174]"
8267,485,"[266, 466]"
8268,484,"[238, 358]"
8269,450,"[273, 163]"
8270,84,"[285, 111]"
8271,302,"[324, 464]"
8272,269,"[220, 238]"
8273,357,"[259, 287]"
8274,331,"[255, 424]"
8275,112,"[309, 463]"
8276,319,"[325, 329]"
8277,133,"[316, 222]"
8278,97,"[267, 148]"
8279,467,"[293, 197]"
8280,253,"[226, 346]"
8281,472,"[312, 317]"
8282,166,"[298, 271]"
8283,114,"[283, 62]"
8284,280,"[203, 185]"
8285,161,"[304, 247]"
8286,124,"[325, 136]"
8287,366,"[305, 72]"
8288,415,"[215, 210]"
8289,477,"[206, 179]"
8290,86,"[261, 270]"
8291,348,"[291, 484]"
8292,179,"[222, 471]"
8293,456,"[292, 168]"
8294,269,"[324, 104]"
8295,120,"[209, 412]"
8296,378,"[273, 366]"
8297,326,"[204, 346]"
8298,421,"[267, 442]"
8299,400,"[299, 279]"
8300,401,"[202, 425]"
8301,205,"[221, 181]"
8302,127,"[208, 403]"
8303,192,"[300, 264]"
8304,446,"[267, 107]"
8305,189,"[206, 168]"
8306,403,"[219, 316]"
8307,304,"[260, 246]"
8308,267,"[313, 257]"
8309,241,"[204, 156]"
8310,137,"[243, 101]"
8311,289,"[244, 372]"
8312,201,"[324, 343]"
8313,263,"[321, 412]"
8314,336,"[206, 282]"
8315,369,"[250, 476]"
8316,182,"[273, 194]"
8317,209,"[316, 266]"
8318,370,"[304, 479]"
8319,98,"[273, 326]"
8320,350,"[288, 418]"
8321,321,"[225, 233]"
8322,370,"[215, 378]"
8323,69,"[286, 270]"
8324,268,"[283, 202]"
8325,175,"[260, 189]"
8326,186,"[296, 200]"
8327,297,"[308, 367]"
8328,275,"[249, 318]"
8329,273,"[206, 484]"
8330,418,"[296, 129]"
8331,183,"[260, 255]"
8332,396,"[280, 424]"
8333,138,"[204, 432]"
8334,374,"[282, 384]"
8335,232,"[318, 190]"
8336,154,"[262, 482]"
8337,408,"[211, 419]"
8338,315,"[234, 190]"
8339,192,"[205, 490]"
8340,71,"[313, 66]"
8341,244,"[266, 370]"
8342,281,"[241, 306]"
8343,83,"[241, 136]"
8344,129,"[307, 119]"
8345,433,"[234, 346]"
8346,469,"[201, 192]"
8347,438,"[244, 326]"
8348,426,"[218, 380]"
8349,363,"[270, 79]"
8350,149,"[309, 465]"
8351,305,"[319, 336]"
8352,350,"[324, 383]"
8353,412,"[294, 224]"
8354,136,"[251, 348]"
8355,229,"[258, 295]"
8356,342,"[266, 221]"
8357,316,"[290, 253]"
8358,252,"[267, 138]"
8359,487,"[317, 122]"
8360,73,"[282, 382]"
8361,415,"[288, 223]"
8362,334,"[218, 330]"
8363,488,"[321, 145]"
8364,288,"[274, 282]"
8365,123,"[223, 289]"
8366,481,"[241, 403]"
8367,337,"[281, 302]"
8368,481,"[246, 261]"
8369,380,"[199, 81]"
8370,300,"[302, 444]"
8371,456,"[310, 132]"
8372,307,"[289, 447]"
8373,316,"[217, 267]"
8374,160,"[231, 131]"
8375,255,"[288, 486]"
8376,248,"[205, 270]"
8377,479,"[320, 476]"
8378,257,"[317, 347]"
8379,293,"[281, 212]"
8380,109,"[219, 478]"
8381,93,"[201, 150]"
8382,87,"[231, 320]"
8383,309,"[328, 360]"
8384,231,"[273, 474]"
8385,321,"[229, 88]"
8386,475,"[252, 158]"
8387,405,"[259, 235]"
8388,101,"[308, 165]"
8389,285,"[275, 59]"
8390,137,"[224, 364]"
8391,196,"[312, 386]"
8392,490,"[282, 99]"
8393,462,"[243, 262]"
8394,273,"[299, 226]"
8395,295,"[240, 401]"
8396,176,"[285, 190]"
8397,209,"[201, 461]"
8398,339,"[267, 140]"
8399,219,"[228, 298]"
8400,254,"[203, 478]"
8401,439,"[312, 173]"
8402,199,"[236, 115]"
8403,426,"[208, 185]"
8404,90,"[291, 494]"
8405,429,"[307, 152]"
8406,139,"[249, 198]"
8407,87,"[217, 117]"
8408,154,"[292, 316]"
8409,94,"[288, 410]"
8410,103,"[224, 87]"
8411,282,"[302, 264]"
8412,277,"[286, 252]"
8413,135,"[256, 431]"
8414,181,"[296, 467]"
8415,358,"[224, 388]"
8416,275,"[232, 504]"
8417,162,"[320, 127]"
8418,204,"[209, 348]"
8419,309,"[325, 293]"
8420,441,"[280, 316]"
8421,314,"[276, 387]"
8422,294,"[287, 118]"
8423,132,"[294, 68]"
8424,457,"[220, 203]"
8425,347,"[317, 143]"
8426,489,"[253, 438]"
8427,408,"[295, 112]"
8428,480,"[236, 196]"
8429,120,"[329, 392]"
8430,437,"[223, 354]"
8431,331,"[253, 197]"
8432,491,"[308, 429]"
8433,382,"[276, 234]"
8434,421,"[304, 200]"
8435,186,"[301, 346]"
8436,256,"[309, 92]"
8437,200,"[296, 306]"
8438,331,"[207, 427]"
8439,75,"[208, 344]"
8440,486,"[296, 93]"
8441,175,"[226, 399]"
8442,190,"[310, 212]"
8443,394,"[230, 310]"
8444,173,"[245, 488]"
8445,413,"[295, 291]"
8446,224,"[316, 208]"
8447,438,"[322, 140]"
8448,260,"[258, 378]"
8449,468,"[234, 289]"
8450,483,"[320, 411]"
8451,112,"[325, 79]"
8452,186,"[313, 258]"
8453,403,"[203, 164]"
8454,192,"[286, 352]"
8455,198,"[304, 447]"
8456,127,"[256, 110]"
8457,363,"[315, 105]"
8458,318,"[308, 288]"
8459,340,"[312, 162]"
8460,249,"[274, 100]"
8461,268,"[208, 317]"
8462,231,"[264, 267]"
8463,393,"[210, 452]"
8464,365,"[219, 472]"
8465,213,"[206, 478]"
8466,165,"[281, 359]"
8467,262,"[215, 153]"
8468,402,"[330, 378]"
8469,415,"[229, 281]"
8470,438,"[320, 100]"
8471,157,"[281, 162]"
8472,284,"[213, 410]"
8473,77,"[237, 176]"
8474,100,"[241, 241]"
8475,451,"[255, 409]"
8476,441,"[218, 418]"
8477,261,"[279, 495]"
8478,370,"[225, 336]"
8479,312,"[290, 469]"
8480,371,"[244, 119]"
8481,335,"[290, 101]"
8482,432,"[326, 418]"
8483,356,"[283, 397]"
8484,382,"[291, 115]"
8485,396,"[239, 134]"
8486,476,"[214, 457]"
8487,227,"[210, 275]"
8488,386,"[281, 173]"
8489,282,"[247, 331]"
8490,387,"[213, 268]"
8491,416,"[320, 283]"
8492,136,"[241, 294]"
8493,324,"[290, 257]"
8494,103,"[257, 73]"
8495,445,"[248, 470]"
8496,405,"[296, 145]"
8497,462,"[278, 486]"
8498,108,"[232, 165]"
8499,183,"[215, 379]"
8500,488,"[217, 156]"
8501,246,"[286, 466]"
8502,187,"[202, 163]"
8503,476,"[274, 137]"
8504,130,"[216, 255]"
8505,442,"[301, 145]"
8506,380,"[212, 126]"
8507,400,"[207, 262]"
8508,142,"[254, 195]"
8509,225,"[278, 294]"
8510,130,"[294, 192]"
8511,254,"[267, 223]"
8512,336,"[296, 272]"
8513,346,"[247, 184]"
8514,274,"[311, 193]"
8515,394,"[295, 140]"
8516,169,"[270, 415]"
8517,223,"[305, 214]"
8518,253,"[221, 88]"
8519,434,"[322, 425]"
8520,178,"[308, 323]"
8521,256,"[209, 328]"
8522,179,"[246, 482]"
8523,400,"[268, 350]"
8524,395,"[231, 329]"
8525,191,"[281, 294]"
8526,313,"[284, 417]"
8527,358,"[291, 429]"
8528,109,"[229, 330]"
8529,237,"[237, 483]"
8530,151,"[221, 470]"
8531,198,"[207, 392]"
8532,452,"[256, 452]"
8533,204,"[257, 130]"
8534,181,"[248, 98]"
8535,457,"[205, 81]"
8536,434,"[305, 101]"
8537,197,"[245, 342]"
8538,391,"[306, 304]"
8539,203,"[223, 82]"
8540,455,"[312, 132]"
8541,476,"[288, 125]"
8542,133,"[261, 214]"
8543,405,"[269, 90]"
8544,270,"[223, 349]"
8545,185,"[291, 438]"
8546,360,"[288, 384]"
8547,411,"[202, 388]"
8548,212,"[314, 342]"
8549,347,"[208, 334]"
8550,399,"[307, 430]"
8551,200,"[227, 278]"
8552,151,"[225, 142]"
8553,436,"[249, 493]"
8554,257,"[213, 276]"
8555,464,"[267, 422]"
8556,303,"[211, 163]"
8557,469,"[270, 474]"
8558,395,"[204, 424]"
8559,267,"[230, 327]"
8560,327,"[215, 157]"
8561,411,"[275, 107]"
8562,349,"[278, 99]"
8563,298,"[329, 128]"
8564,226,"[304, 179]"
8565,469,"[227, 349]"
8566,399,"[212, 218]"
8567,135,"[280, 98]"
8568,486,"[257, 165]"
8569,374,"[280, 156]"
8570,387,"[268, 90]"
8571,229,"[314, 240]"
8572,378,"[313, 293]"
8573,381,"[288, 488]"
8574,235,"[316, 486]"
8575,215,"[250, 254]"
8576,97,"[324, 107]"
8577,112,"[319, 62]"
8578,360,"[297, 336]"
8579,317,"[221, 316]"
8580,94,"[227, 86]"
8581,85,"[205, 424]"
8582,428,"[231, 423]"
8583,394,"[207, 427]"
8584,443,"[307, 294]"
8585,197,"[254, 185]"
8586,188,"[315, 328]"
8587,334,"[263, 167]"
8588,193,"[209, 340]"
8589,430,"[199, 479]"
8590,206,"[260, 183]"
8591,177,"[221, 421]"
8592,277,"[293, 192]"
8593,148,"[264, 260]"
8594,446,"[271, 247]"
8595,358,"[260, 348]"
8596,177,"[250, 268]"
8597,461,"[272, 166]"
8598,281,"[325, 405]"
8599,304,"[210, 195]"
8600,228,"[318, 153]"
8601,276,"[291, 188]"
8602,327,"[230, 189]"
8603,101,"[201, 403]"
8604,272,"[267, 294]"
8605,194,"[257, 271]"
8606,337,"[233, 299]"
8607,223,"[302, 239]"
8608,386,"[304, 360]"
8609,406,"[216, 168]"
8610,349,"[298, 205]"
8611,478,"[218, 320]"
8612,311,"[322, 231]"
8613,388,"[260, 464]"
8614,319,"[223, 203]"
8615,470,"[326, 411]"
8616,301,"[268, 285]"
8617,99,"[286, 382]"
8618,162,"[267, 92]"
8619,436,"[212, 161]"
8620,248,"[313, 259]"
8621,209,"[296, 400]"
8622,165,"[318, 312]"
8623,163,"[308, 77]"
8624,363,"[215, 397]"
8625,111,"[288, 430]"
8626,482,"[249, 181]"
8627,360,"[280, 135]"
8628,145,"[242, 353]"
8629,370,"[221, 506]"
8630,413,"[290, 437]"
8631,447,"[210, 229]"
8632,324,"[259, 96]"
8633,349,"[226, 281]"
8634,330,"[329, 169]"
8635,350,"[326, 73]"
8636,82,"[316, 176]"
8637,151,"[271, 120]"
8638,377,"[284, 242]"
8639,442,"[318, 483]"
8640,465,"[251, 66]"
8641,414,"[214, 78]"
8642,224,"[296, 139]"
8643,489,"[276, 340]"
8644,177,"[299, 262]"
8645,89,"[222, 196]"
8646,306,"[207, 436]"
8647,343,"[249, 176]"
8648,283,"[314, 334]"
8649,490,"[241, 225]"
8650,374,"[307, 469]"
8651,478,"[284, 117]"
8652,407,"[232, 463]"
8653,210,"[323, 490]"
8654,422,"[256, 406]"
8655,214,"[308, 249]"
8656,251,"[237, 79]"
8657,393,"[225, 113]"
8658,314,"[274, 242]"
8659,469,"[238, 257]"
8660,273,"[311, 290]"
8661,373,"[329, 228]"
8662,72,"[316, 477]"
8663,126,"[264, 453]"
8664,403,"[299, 298]"
8665,201,"[219, 331]"
8666,438,"[276, 253]"
8667,112,"[214, 321]"
8668,154,"[285, 430]"
8669,261,"[209, 115]"
8670,343,"[240, 337]"
8671,189,"[230, 222]"
8672,336,"[276, 433]"
8673,420,"[325, 270]"
8674,237,"[296, 412]"
8675,215,"[291, 328]"
8676,201,"[276, 318]"
8677,452,"[215, 154]"
8678,368,"[273, 483]"
8679,442,"[312, 132]"
8680,226,"[250, 161]"
8681,432,"[227, 86]"
8682,314,"[218, 488]"
8683,337,"[254, 455]"
8684,268,"[289, 350]"
8685,185,"[218, 340]"
8686,141,"[256, 261]"
8687,285,"[234, 311]"
8688,261,"[317, 347]"
8689,474,"[219, 106]"
8690,82,"[271, 370]"
8691,339,"[239, 321]"
8692,266,"[279, 155]"
8693,233,"[305, 334]"
8694,329,"[221, 431]"
8695,384,"[262, 352]"
8696,355,"[202, 415]"
8697,467,"[318, 120]"
8698,461,"[258, 191]"
8699,332,"[267, 405]"
8700,176,"[230, 256]"
8701,203,"[252, 446]"
8702,377,"[272, 73]"
8703,154,"[227, 65]"
8704,398,"[264, 239]"
8705,354,"[248, 177]"
8706,183,"[265, 69]"
8707,300,"[304, 321]"
8708,374,"[299, 216]"
8709,376,"[250, 204]"
8710,236,"[306, 364]"
8711,327,"[315, 234]"
8712,261,"[285, 463]"
8713,455,"[241, 494]"
8714,356,"[308, 486]"
8715,244,"[299, 439]"
8716,123,"[327, 382]"
8717,350,"[272, 255]"
8718,197,"[283, 61]"
8719,146,"[295, 311]"
8720,472,"[312, 100]"
8721,405,"[248, 426]"
8722,132,"[270, 157]"
8723,158,"[214, 440]"
8724,480,"[261, 279]"
8725,94,"[250, 169]"
8726,448,"[220, 87]"
8727,141,"[211, 183]"
8728,216,"[222, 234]"
8729,312,"[212, 101]"
8730,84,"[247, 441]"
8731,420,"[292, 310]"
8732,317,"[271, 98]"
8733,185,"[265, 284]"
8734,181,"[305, 349]"
8735,125,"[239, 332]"
8736,439,"[279, 474]"
8737,181,"[237, 270]"
8738,269,"[218, 391]"
8739,483,"[267, 346]"
8740,453,"[287, 397]"
8741,312,"[297, 491]"
8742,253,"[238, 109]"
8743,356,"[304, 281]"
8744,425,"[254, 145]"
8745,376,"[211, 240]"
8746,444,"[231, 75]"
8747,181,"[234, 259]"
8748,296,"[240, 358]"
8749,113,"[306, 176]"
8750,282,"[325, 307]"
8751,210,"[254, 420]"
8752,228,"[314, 373]"
8753,426,"[277, 193]"
8754,315,"[304, 231]"
8755,304,"[316, 339]"
8756,363,"[310, 64]"
8757,375,"[221, 152]"
8758,191,"[234, 230]"
8759,133,"[202, 363]"
8760,383,"[318, 489]"
8761,237,"[236, 158]"
8762,94,"[222, 87]"
8763,264,"[232, 308]"
8764,184,"[295, 404]"
8765,399,"[299, 390]"
8766,208,"[269, 342]"
8767,243,"[280, 303]"
8768,196,"[323, 284]"
8769,388,"[240, 212]"
8770,113,"[296, 402]"
8771,203,"[290, 120]"
8772,475,"[263, 100]"
8773,448,"[219, 320]"
8774,371,"[268, 356]"
8775,247,"[302, 55]"
8776,449,"[309, 118]"
8777,139,"[222, 413]"
8778,356,"[218, 263]"
8779,221,"[267, 477]"
8780,214,"[296, 348]"
8781,303,"[238, 299]"
8782,176,"[209, 389]"
8783,296,"[212, 161]"
8784,136,"[257, 336]"
8785,380,"[211, 345]"
8786,438,"[307, 376]"
8787,225,"[320, 329]"
8788,292,"[276, 246]"
8789,379,"[313, 88]"
8790,384,"[252, 200]"
8791,173,"[271, 200]"
8792,292,"[246, 342]"
8793,291,"[270, 374]"
8794,252,"[308, 310]"
8795,464,"[224, 154]"
8796,209,"[317, 95]"
8797,258,"[284, 191]"
8798,436,"[234, 320]"
8799,336,"[313, 393]"
8800,308,"[274, 398]"
8801,434,"[306, 274]"
8802,275,"[276, 105]"
8803,130,"[315, 67]"
8804,419,"[270, 131]"
8805,449,"[288, 252]"
8806,145,"[293, 312]"
8807,377,"[261, 131]"
8808,253,"[301, 99]"
8809,283,"[202, 361]"
8810,267,"[208, 165]"
8811,320,"[227, 465]"
8812,485,"[250, 105]"
8813,417,"[224, 319]"
8814,317,"[297, 356]"
8815,175,"[248, 174]"
